ADM1_NAME,ADM2_NAME,ADM2_CODE,latitude,longitude
Sumy,Okhtyrs'kyi,26414.0,50.30656,34.85962
Sumy,Putyvl's'kyi,29596.0,51.27351,34.206705
Sumy,Romens'ka,30692.0,50.74245,33.51448
Sumy,Romens'kyi,30693.0,50.601292,33.681352
Sumy,Seredyno-Buds'kyi,33405.0,52.188687,34.030608
Sumy,Shostkins'ka,33897.0,51.868672,33.47227
Sumy,Shostkins'kyi,33898.0,51.87271,33.53612
Sumy,Sums'ka,35425.0,50.91198,34.802764
Sumy,Sums'kyi,35426.0,50.955371,34.64912
Sumy,Trostianets'kyi,37922.0,50.481048,34.971064
Sumy,Velykopysarivs'kyi,39277.0,50.360656,35.344161
Ternopil',Berezhans'kyi,4370.0,49.50738,24.87856
Ternopil',Buchats'kyi,5738.0,49.0848,25.51942
Ternopil',Chortkivs'kyi,8001.0,49.02104,25.785
Ternopil',Husiatyns'kyi,14774.0,49.34468,26.06828
Ternopil',Kozivs'kyi,18874.0,49.48736,25.338465
Ternopil',Kremenets'kyi,18972.0,50.09617,25.726025
Ternopil',Pidhaiets'kyi,28440.0,49.24629,24.96369
Ternopil',Shums'kyi,33922.0,50.13384,26.20239
Ternopil',Terebovlians'kyi,36831.0,49.401972,25.648303
Ternopil',Ternopil's'ka,36855.0,49.555958,25.59073
Ternopil',Ternopil's'kyi,36856.0,49.548245,25.624065
Ternopil',Zalishchyts'kyi,41113.0,48.93661,25.63934
Ternopil',Zbaraz'kyi,41217.0,49.645785000000004,25.686295
Ternopil',Zborivs'kyi,41219.0,49.870903999999996,25.435965500000002
Transcarpathia,Berehivs'kyi,4358.0,48.19911,22.64532
Transcarpathia,Irshavs'kyi,15507.0,48.33333,23.0
Transcarpathia,Khusts'kyi,18005.0,48.220758,23.413124
Transcarpathia,Mukachivs'ka,24016.0,48.442105,22.718295
Transcarpathia,Mukachivs'kyi,24017.0,48.52159,22.8742
Transcarpathia,Perechyns'kyi,28127.0,48.74807,22.56688
Transcarpathia,Rakhivs'kyi,29976.0,47.95707,24.19037
Transcarpathia,Svaliavs'kyi,35577.0,48.47918,23.22093
Transcarpathia,Tiachivs'kyi,37140.0,48.00026,23.67622
Transcarpathia,Uzhhorods'ka,38884.0,48.625262,22.288702
Transcarpathia,Uzhhorods'kyi,38885.0,48.431782,22.205482
Transcarpathia,Velykobereznians'kyi,39270.0,48.951161,22.79343
Transcarpathia,Volovets'kyi,39796.0,48.71135,23.1839
Transcarpathia,Vynohradivs'kyi,39917.0,48.094424,23.075447
Vinnytsya,Bars'kyi,3743.0,49.05634,27.8421
Vinnytsya,Bershads'kyi,4433.0,48.434685,29.541269999999997
Vinnytsya,Iampil's'kyi,14822.0,48.24556,28.28527
Vinnytsya,Illinets'kyi,15195.0,48.99395,29.32697
Vinnytsya,Kalynivs'kyi,17032.0,49.4141,28.674368
Vinnytsya,Koziatyns'kyi,18872.0,49.652645,28.920245
Vinnytsya,Kryzhopil's'kyi,19034.0,48.278085,28.563282
Vinnytsya,Ladyzhyns'ka,19597.0,48.71736,29.3438
Vinnytsya,Lityns'kyi,20530.0,49.24271,27.94098
Vinnytsya,Lypovets'kyi,21072.0,49.227087,28.848811
Vinnytsya,Mohyliv-Podil's'kyi,23397.0,48.52607,27.59542
Vinnytsya,Murovano-Kurylovets'kyi,24137.0,48.596488,27.464038
Vinnytsya,Nemyrivs'kyi,25093.0,48.920776,28.685821
Vinnytsya,Orativs'kyi,26710.0,49.21042,29.6521
Vinnytsya,Pohrebyshchens'kyi,28824.0,49.4389,29.42139
Vinnytsya,Teplyts'kyi,36815.0,48.69523,29.68369
Vinnytsya,Tomashpil's'kyi,37551.0,48.61839,28.48206
Vinnytsya,Trostianets'kyi,37922.0,48.6896,29.23153
Vinnytsya,Tul'chyns'kyi,38095.0,48.69439,28.767379
Vinnytsya,Tyvrivs'kyi,38324.0,49.08466,28.565825
Vinnytsya,Vinnyts'ka,39646.0,49.232559,28.46868
Vinnytsya,Vinnyts'kyi,39647.0,49.23987,28.53259
Vinnytsya,Zhmeryns'kyi,41323.0,49.03508,28.11728
Volyn,Ivanychivs'kyi,15852.0,50.723817,24.173188
Volyn,Kivertsivs'kyi,18318.0,50.888524,25.383264
Volyn,Kovel's'ka,18845.0,51.21334,24.710066
Volyn,Kovel's'kyi,18846.0,51.190908,24.870532
Volyn,Liubeshivs'kyi,20533.0,51.74064,25.51025
Volyn,Liuboml's'ky,20534.0,51.198195,23.895896
Volyn,Lokachyns'kyi,20636.0,50.679484,24.848488
Volyn,Luts'ka,21027.0,50.74731,25.325412
Volyn,Luts'kyi,21028.0,50.703415,25.395585
Volyn,Manevyts'kyi,21746.0,51.30862,25.53901
Volyn,Ratnivs'kyi,30122.0,51.90234,24.60182
Volyn,Shats'kyi,33663.0,51.49335,23.68103
Volyn,Turiis'kyi,38205.0,50.96352,24.54586
Zaporizhzhya,Berdians'ka,4351.0,46.755673,36.789317
Zaporizhzhya,Berdians'kyi,4352.0,46.81134,36.7289315
Zaporizhzhya,Chernihivs'kyi,7661.0,47.09804,36.168347
Zaporizhzhya,Huliaipil's'kyi,14713.0,47.666438,36.25322
Zaporizhzhya,Iakymivs'kyi,14819.0,46.50237,35.28072
Zaporizhzhya,Kamians'ko-Dniprovs'kyi,17065.0,47.499825,34.656007
Zaporizhzhya,Kuibyshevs'kyi,19094.0,47.36278,36.65039
Zaporizhzhya,Melitopol's'ka,22690.0,46.839741000000004,35.361208500000004
Zaporizhzhya,Melitopol's'kyi,22691.0,46.842187,35.37288
Zaporizhzhya,Mykhailivs'kyi,24266.0,47.252932,35.32297
Zaporizhzhya,Novomykola‹vs'kyi,25913.0,47.74727,36.07979
Zaporizhzhya,Orikhivs'kyi,26748.0,47.569469,35.777733
Zaporizhzhya,Polohivs'kyi,28886.0,47.44865,36.082033499999994
Zaporizhzhya,Pryazovs'kyi,29411.0,46.655136,35.700505
Zaporizhzhya,Prymors'kyi,29414.0,46.72433,36.36217
Zaporizhzhya,Rozivs'kyi,30841.0,47.38853,37.06991
Zaporizhzhya,Tokmats'ka,37510.0,47.25,35.66713
Zaporizhzhya,Tokmats'kyi,37511.0,47.178945,35.767196
Zaporizhzhya,Vasylivs'kyi,39200.0,47.53749,35.364077
Zaporizhzhya,Velykobilozers'kyi,39271.0,47.265881500000006,34.686823000000004
Zaporizhzhya,Veselivs'kyi,39376.0,47.01792,34.92113
Zaporizhzhya,Vil'nians'kyi,39487.0,47.98164,35.50232
Zaporizhzhya,Zaporiz'ka,41153.0,47.838312,35.138851
Zaporizhzhya,Zaporiz'kyi,41154.0,47.710049,35.290239
Zhytomyr,Andrushivs'kyi,1781.0,49.95283,28.87532
Zhytomyr,Brusylivs'kyi,5698.0,50.18393,29.46808
Zhytomyr,Cherniakhivs'kyi,7658.0,50.458592,28.6845
Zhytomyr,Chudnivs'kyi,8036.0,50.08432,28.29391
Zhytomyr,Iemil'chyns'kyi,14984.0,50.78239,27.80382
Zhytomyr,Korostens'ka,18688.0,50.95648,28.66127
Zhytomyr,Korostens'kyi,18689.0,50.946507,28.636162
Zhytomyr,Korostyshivs'kyi,18690.0,50.358777,29.09645
Zhytomyr,Liubars'kyi,20531.0,49.772971,27.727373
Zhytomyr,Malyns'kyi,21643.0,50.7673035,29.2426646551256
Zhytomyr,Narodyts'kyi,24871.0,51.21127,29.10553
Zhytomyr,Novohrad-Volyns'ka,25897.0,50.59555,27.67456
Zhytomyr,Novohrad-Volyns'kyi,25898.0,50.591425,27.68349
Zhytomyr,Olevs'kyi,26484.0,51.54281,27.83781
Zhytomyr,Ovruts'kyi,27183.0,51.34008,28.81795
Zhytomyr,Popil'nians'kyi,28987.0,49.95812,29.470825
Zhytomyr,Radomyshl's'kyi,29908.0,50.64684,29.28268
Zhytomyr,Volodars'ko-Volyns'kyi,39783.0,50.639633,28.475831
Zhytomyr,Zhytomyrs'ka,41342.0,50.254606,28.658701
Zhytomyr,Zhytomyrs'kyi,41343.0,50.19097,28.70676
